deal_id,company,deal_size,year_founded,gafam,bigtech_narrow,bigtech_large_excluding_gafamn,bigtech_large_composite,ai_giant_narrow,ai_giant_large,no_bigtech,big_no_tech,acc_inc_custom,acc_inc_pb
180417-70T,Intenseye,22.30,2018,0,0,0,0,0,0,1,0,0,1
166651-48T,Intenseye,3.31,2018,0,0,0,0,0,0,1,0,0,0
234761-77T,Intenseye,60.36,2018,0,0,0,0,0,0,1,0,0,0
122634-37T,Intenseye,0.09,2018,0,0,0,0,0,0,1,0,0,1
277435-18T,Intenseye,,2018,1,1,0,1,1,1,0,0,0,0
164674-99T,Intenseye,0.06,2018,0,0,0,0,0,0,0,0,0,0
180424-27T,Intenseye,,2018,0,0,0,0,0,0,1,0,0,1
265343-05T,Intenseye,,2018,0,0,0,0,0,0,1,0,0,0
171433-27T,interviewIA,2.06,2020,0,0,0,0,0,0,1,0,0,0
252764-38T,interviewIA,1.11,2020,0,0,0,0,0,0,1,0,0,0
193523-77T,interviewIA,1.01,2020,0,0,0,0,0,0,1,0,0,0
70384-06T,Intranetum,0.02,2011,0,0,0,0,0,0,1,0,1,1
280559-80T,Intrasensors,,2020,0,0,0,0,0,0,1,0,0,1
86629-24T,Invertex,0.04,2014,0,0,0,0,0,0,1,0,0,0
86629-42T,Invertex,1.87,2014,0,0,0,0,0,0,1,0,0,0
37136-26T,Invertex,0.02,2014,0,0,0,0,0,0,1,0,0,1
260051-14T,INVI (Clinics/Outpatient Services),1.63,2022,0,0,0,0,0,0,1,0,0,0
252058-78T,ioNetworks,4.69,2014,0,0,0,0,0,0,1,0,0,0
225110-26T,ioNetworks,0.01,2014,0,0,1,1,0,0,0,0,0,0
252058-87T,ioNetworks,0.91,2014,0,0,0,0,0,0,1,0,0,0
210447-46T,iPin Labs,,2022,0,0,0,0,0,0,1,0,0,1
261029-89T,iPin Labs,,2022,0,0,0,0,0,0,1,0,0,1
247150-72T,iPin Labs,,2022,0,0,0,0,0,0,1,0,0,1
280155-70T,iPin Labs,0.01,2022,0,0,0,0,0,0,1,0,0,0
134330-14T,iRecommend Software,,2016,0,0,0,0,0,0,1,0,0,0
99034-84T,iRecommend Software,1.57,2016,0,0,0,0,0,0,1,0,0,0
126437-77T,iRetailCheck,,2013,0,0,0,0,0,0,1,0,0,0
170597-89T,iRetailCheck,0.35,2013,0,0,0,0,0,0,0,0,0,0
129677-14T,Irsec,,2016,0,0,0,0,0,0,1,0,0,0
177266-53T,iShare Medical,0.46,2011,0,0,0,0,0,0,1,0,0,0
110443-78T,iShare Medical,0.42,2011,0,0,0,0,0,0,0,0,0,0
110444-14T,iShare Medical,,2011,0,0,0,0,0,0,1,0,0,0
212337-37T,IT Tech,0.40,2019,0,0,0,0,0,0,1,0,0,0
193140-10T,IUNA AI,,2020,0,0,0,0,0,0,1,0,0,0
176669-83T,Ivs,1.79,2010,0,0,0,0,0,0,1,0,0,0
176667-76T,Ivs,1.01,2010,0,0,0,0,0,0,1,0,0,0
155279-98T,Jacquard,1.88,2015,0,0,0,0,0,0,1,0,0,0
111114-55T,Jacquard,3.32,2015,0,0,0,0,0,0,1,0,0,0
73009-72T,Jacquard,1.28,2015,0,0,0,0,0,0,1,0,0,0
272217-43T,Jaipur Robotics,0.11,2024,0,0,0,0,0,0,1,0,1,0
281219-41T,Jaipur Robotics,0.01,2024,0,0,0,0,0,0,1,0,0,1
267111-91T,Jaynes Computing,,2019,0,0,0,0,0,0,1,0,0,1
195332-68T,Jidoka Technologies (Media and Information Services (B2B)),0.06,2018,0,0,0,0,0,0,0,0,0,0
256922-20T,Jidoka Technologies (Media and Information Services (B2B)),,2018,0,0,0,0,0,0,1,1,0,0
192451-24T,Jidoka Technologies (Media and Information Services (B2B)),0.36,2018,0,0,0,0,0,0,0,0,0,0
281282-68T,Jidoka Technologies (Media and Information Services (B2B)),,2018,0,0,0,0,0,0,1,0,0,0
155976-31T,JieFangJun,1.35,2012,0,0,0,0,0,0,1,0,0,0
155976-04T,JieFangJun,,2012,0,0,0,0,0,0,1,0,0,0
141097-69T,Jiyu Technology,0.43,2015,0,0,0,0,0,0,0,0,0,0
141098-59T,Jiyu Technology,2.58,2015,0,0,0,0,0,0,1,0,0,0
141097-87T,Jiyu Technology,1.36,2015,0,0,0,0,0,0,1,0,0,0
249310-00T,Jmees,2.52,2019,0,0,0,0,0,0,1,0,0,0
190766-62T,Jmees,0.42,2019,0,0,0,0,0,0,1,0,0,0
190767-61T,Jmees,0.77,2019,0,0,0,0,0,0,1,0,0,0
190766-26T,Jmees,,2019,1,1,0,1,1,1,0,0,0,1
190764-73T,Jmees,,2019,0,0,0,0,0,0,1,0,0,1
166048-75T,journy.io,0.45,2019,0,0,0,0,0,0,1,0,0,0
207996-31T,Juefx.com,14.04,2019,0,0,0,0,0,0,1,0,0,0
176587-03T,Juefx.com,,2019,0,0,0,0,0,0,1,0,0,0
170435-89T,Juefx.com,4.89,2019,0,0,0,0,0,0,1,0,0,0
124040-08T,Juefx.com,9.03,2019,0,0,0,0,0,0,1,0,0,0
111259-18T,Jump AI,,2016,0,0,0,0,0,0,1,0,0,0
245707-30T,JUSHU,12.89,2021,0,0,0,0,0,0,1,0,0,0
213164-20T,JUSHU,8.14,2021,0,0,0,0,0,0,1,0,0,0
261333-46T,JUSHU,,2021,0,0,0,0,0,0,1,0,0,0
123947-92T,Kaaenaat,,2016,0,0,1,1,0,0,0,0,0,0
266478-04T,Kabbex,,2019,0,0,0,0,0,0,1,0,0,1
107700-13T,Kadho,2.17,2013,0,0,0,0,0,0,1,0,0,1
62895-79T,Kadho,,2013,0,0,0,0,0,0,1,0,0,1
136830-52T,Kadho,,2013,0,0,0,0,0,0,1,0,0,0
86396-77T,Kadho,,2013,0,0,0,0,0,0,1,0,0,1
210533-59T,Kaier,,2019,0,0,0,0,0,0,1,0,0,1
203474-62T,Kaliber AI,9.02,2015,0,0,0,0,0,0,1,0,0,0
280285-75T,Kapoose Creek Bio,,2020,0,0,0,0,0,0,1,0,0,1
280195-48T,KardioLabsAI,,2019,0,0,0,0,0,0,1,0,0,1
280197-28T,KardioLabsAI,,2019,0,0,0,0,0,0,1,0,0,1
269980-21T,Katalyze AI,,2022,0,0,0,0,0,0,1,0,0,0
122864-68T,Katif,,2019,0,0,0,0,0,0,1,0,0,0
76078-18T,Kavout,7.30,2015,0,0,0,0,0,0,1,0,0,0
175272-22T,Kavout,0.01,2015,0,0,0,0,0,0,0,0,0,0
179626-33T,Kavtech Solutions,,2014,0,0,0,0,0,0,1,0,0,0
108538-12T,Keatext,,2010,0,0,0,0,0,0,1,0,0,0
87098-41T,Keatext,1.20,2010,0,0,0,0,0,0,1,0,0,1
186467-68T,Keatext,,2010,0,0,0,0,0,0,1,0,0,0
92626-39T,Keatext,,2010,0,0,0,0,0,0,1,0,0,0
108536-23T,Keatext,,2010,0,0,0,0,0,0,1,0,0,0
108537-04T,Keatext,,2010,0,0,0,0,0,0,1,0,0,1
137030-05T,Keatext,0.52,2010,0,0,0,0,0,0,0,0,0,0
178228-81T,Kepler Tech,,2015,0,0,0,0,0,0,1,0,0,0
178228-72T,Kepler Tech,,2015,0,0,0,0,0,0,1,0,0,0
178228-45T,Kepler Tech,,2015,0,0,0,0,0,0,1,0,0,0
160476-31T,Kernalbio,8.95,2016,0,0,0,0,0,0,1,1,0,0
176998-78T,Kernalbio,23.82,2016,0,0,0,0,0,0,1,0,0,0
168601-15T,Kernalbio,0.02,2016,0,0,0,0,0,0,1,0,0,0
113020-12T,Kernalbio,0.43,2016,0,0,0,0,0,0,1,1,1,0
76814-02T,Kernalbio,0.73,2016,0,0,0,0,0,0,0,0,0,0
168607-99T,Kernalbio,0.11,2016,0,0,0,0,0,0,1,0,0,1
172190-44T,Kettle,20.94,2020,0,0,0,0,0,0,1,0,0,0
156813-22T,Kettle,4.01,2020,0,0,0,0,0,0,1,0,0,0
205030-00T,Kettle,,2020,0,0,0,0,0,0,1,0,0,0
262710-10T,Kettle,,2020,0,0,0,0,0,0,1,0,0,0
93191-50T,Kheiron Medical Technologies,3.59,2016,0,0,0,0,0,0,1,0,0,0
83062-54T,Kheiron Medical Technologies,2.84,2016,0,0,0,0,0,0,1,0,0,0
123778-72T,Kheiron Medical Technologies,22.20,2016,0,0,0,0,0,0,1,0,0,0
198896-95T,Kheiron Medical Technologies,7.18,2016,0,0,0,0,0,0,1,0,0,0
265153-69T,Kheiron Medical Technologies,,2016,0,0,0,0,0,0,1,0,0,1
75453-13T,Kheiron Medical Technologies,0.02,2016,0,0,0,0,0,0,1,0,0,1
115534-72T,Kheiron Medical Technologies,0.05,2016,0,0,0,0,0,0,0,0,0,0
153558-19T,Kheiron Medical Technologies,0.22,2016,0,0,0,0,0,0,0,0,0,0
217493-47T,Kheiron Medical Technologies,0.29,2016,0,0,0,0,0,0,0,0,0,0
248182-30T,Kheiron Medical Technologies,,2016,0,0,0,0,0,0,1,0,0,1
117778-24T,Kimed Me,1.37,2013,0,0,0,0,0,0,1,0,0,0
256935-16T,Kinetix,,2020,0,0,0,0,0,0,1,0,0,1
191727-19T,Kinetix,11.00,2020,0,0,0,0,0,0,1,0,0,0
163947-61T,Kinetix,0.50,2020,0,0,0,0,0,0,1,0,0,1
278214-40T,Kinetix,,2020,0,0,0,0,0,0,1,0,0,0
251183-08T,Kinetix,0.07,2020,0,0,0,0,0,0,1,0,0,0
169154-83T,Kinta AI,4.59,2017,0,0,0,0,0,0,1,0,0,0
106053-13T,Kinta AI,3.20,2017,0,0,0,0,0,0,1,1,0,1
158658-67T,Kinta AI,,2017,0,0,0,0,0,0,0,0,0,0
118345-33T,Kirio,2.03,2015,0,0,0,0,0,0,1,0,0,0
118361-08T,Kirio,0.07,2015,0,0,0,0,0,0,1,0,0,0
184191-40T,Kissterra,58.47,2015,0,0,0,0,0,0,1,0,0,0
194177-89T,Kissterra,9.43,2015,0,0,0,0,0,0,1,0,0,0
243736-30T,Klleon,6.66,2018,0,0,1,1,0,0,0,0,0,0
177905-71T,Klleon,0.12,2018,0,0,0,0,0,0,1,0,0,0
177906-25T,Klleon,1.48,2018,0,0,0,0,0,0,1,0,0,0
252584-83T,Klleon,,2018,0,0,0,0,0,0,1,0,0,1
267196-60T,Klleon,,2018,0,0,0,0,0,0,1,0,0,0
223965-01T,Klleon,26.34,2018,0,0,0,0,0,0,1,0,0,0
223964-02T,Klleon,,2018,0,0,0,0,0,0,1,0,0,1
136927-99T,Kloud9,,2016,0,0,0,0,0,0,1,0,0,0
62301-79T,knf Technologies,0.04,2010,0,0,0,0,0,0,0,0,0,0
62301-52T,knf Technologies,0.36,2010,0,0,0,0,0,0,1,0,0,0
107568-64T,Knowde,1.26,2017,0,0,0,0,0,0,1,0,0,0
220315-60T,Knowde,27.40,2017,0,0,0,0,0,0,1,0,0,0
174865-24T,Knowde,60.46,2017,0,0,0,0,0,0,1,0,0,0
135110-35T,Knowde,12.88,2017,0,0,0,0,0,0,1,0,0,0
268653-70T,Knowde,55.26,2017,0,0,0,0,0,0,1,1,0,0
194963-41T,Knowledgator,0.06,2020,0,0,0,0,0,0,1,0,0,1
271078-39T,Knowledgator,0.03,2020,0,0,0,0,0,0,0,0,0,0
119741-68T,Knowledge Vision (Chengdu),,2016,0,0,0,0,0,0,1,0,0,0
119741-95T,Knowledge Vision (Chengdu),1.29,2016,0,0,0,0,0,0,1,0,0,0
160836-67T,Knowledge Vision (Chengdu),1.27,2016,0,0,0,0,0,0,1,0,0,0
125522-83T,Knowledge Vision (Chengdu),1.27,2016,0,0,0,0,0,0,1,0,0,0
119741-86T,Knowledge Vision (Chengdu),,2016,0,0,0,0,0,0,1,0,0,0
214068-70T,Koala Uran,,2015,0,0,0,0,0,0,0,0,0,0
256664-08T,Koala Uran,13.64,2015,0,0,0,0,0,0,1,0,0,0
124043-59T,Koala Uran,1.29,2015,0,0,0,0,0,0,1,0,0,0
256663-81T,Koala Uran,,2015,0,0,0,0,0,0,1,0,0,0
273607-84T,Koala Uran,12.71,2015,0,0,0,0,0,0,1,0,0,0
198967-78T,Koala Uran,14.20,2015,0,0,0,0,0,0,1,0,0,0
124043-86T,Koala Uran,3.82,2015,0,0,0,0,0,0,1,0,0,0
258183-91T,Kodifly,,2021,0,0,0,0,0,0,1,0,0,0
266430-88T,Kodifly,0.70,2021,0,0,0,0,0,0,1,0,0,0
194783-68T,Komosys,,2018,0,0,0,0,0,0,1,0,0,1
124444-81T,Konfuzio,,2016,0,0,0,0,0,0,1,0,0,0
124445-35T,Konfuzio,,2016,0,0,0,0,0,0,1,0,0,0
210564-73T,Konfuzio,,2016,0,0,0,0,0,0,1,0,0,1
124442-92T,Konfuzio,0.01,2016,0,0,0,0,0,0,1,0,0,1
205410-61T,Kookre,0.10,2022,0,0,0,0,0,0,1,0,0,1
242050-96T,Kookre,0.09,2022,0,0,0,0,0,0,1,0,0,0
266347-63T,Kooping,,2020,0,0,0,0,0,0,1,0,0,1
73818-37T,Kovid,2.74,2016,0,0,0,0,0,0,1,0,0,0
85333-33T,Kovid,0.94,2016,0,0,0,0,0,0,1,0,0,0
260975-53T,Kroop AI,0.01,2021,0,0,0,0,0,0,1,0,0,0
172284-22T,Kroop AI,0.20,2021,0,0,0,0,0,0,1,0,0,0
267581-17T,Kroop AI,,2021,1,1,0,1,1,1,0,0,0,1
267021-28T,Kroop AI,,2021,0,0,0,0,0,0,1,0,0,0
200261-53T,Krydus,0.18,2020,0,0,0,0,0,0,1,0,0,0
124693-12T,Kuandeng Technology,12.78,2016,0,0,0,0,0,0,1,0,0,0
269143-75T,Kuandeng Technology,12.71,2016,0,0,0,0,0,0,1,0,0,0
164240-92T,Kuandeng Technology,,2016,0,0,0,0,0,0,1,0,0,0
119260-90T,Kuandeng Technology,12.80,2016,0,0,0,0,0,0,1,0,0,0
164241-10T,Kuandeng Technology,12.71,2016,0,0,0,0,0,0,1,0,0,0
210617-20T,Kuandeng Technology,13.55,2016,0,0,0,0,0,0,1,0,0,0
210061-36T,Kyamos Software,0.06,2018,0,0,0,0,0,0,1,0,0,0
127424-08T,Kyasis,0.01,2016,0,0,0,0,0,0,1,0,0,1
170653-87T,Labelf,0.05,2021,0,0,0,0,0,0,1,0,0,1
215139-79T,Labellerr,0.06,2019,0,0,0,0,0,0,1,0,0,1
215138-80T,Labellerr,0.09,2019,0,0,0,0,0,0,1,0,0,0
208684-72T,Lambda,44.74,2012,0,0,0,0,0,0,1,0,0,0
228660-94T,Lambda,295.76,2012,0,0,0,0,0,0,1,0,0,0
173493-82T,Lambda,20.65,2012,0,0,0,0,0,0,1,0,0,0
114294-88T,Lambda,3.38,2012,0,0,0,0,0,0,1,0,0,0
281323-72T,Lambda,,2012,0,0,0,0,0,0,1,0,0,0
190881-01T,Landmark Intelligent Technology,,2022,0,0,0,0,0,0,1,0,0,0
156177-82T,LauraMac,,2019,0,0,0,0,0,0,1,0,0,0
258325-84T,LauraMac,,2019,0,0,0,0,0,0,1,0,0,0
265526-56T,Lauretta.io,,2015,0,0,0,0,0,0,1,0,0,0
192312-64T,Lauretta.io,1.82,2015,0,0,0,0,0,0,1,0,0,0
265526-92T,Lauretta.io,0.01,2015,0,0,0,0,0,0,0,0,0,0
133929-46T,Lauretta.io,0.11,2015,0,0,0,0,0,0,1,0,1,0
132562-36T,Lauretta.io,0.02,2015,0,0,0,0,0,0,1,0,1,0
72440-02T,Laya Technologies,2.00,2014,0,0,0,0,0,0,1,0,0,0
97955-47T,Laya Technologies,13.00,2014,0,0,0,0,0,0,1,0,0,0
135284-86T,Laya Technologies,4.32,2014,0,0,0,0,0,0,1,0,0,0
132704-20T,LeapBox,,2018,0,0,0,0,0,0,1,0,0,1
75296-08T,LeapMind,0.05,2012,0,0,0,0,0,0,1,0,0,0
187752-88T,LeapMind,0.01,2012,0,0,0,0,0,0,1,0,0,0
131604-49T,LeapMind,29.57,2012,0,0,0,0,0,0,1,1,0,0
96038-20T,LeapMind,8.66,2012,0,0,1,1,0,0,0,1,0,0
75299-41T,LeapMind,3.49,2012,0,0,0,0,0,0,1,1,0,0
75299-14T,LeapMind,0.10,2012,0,0,0,0,0,0,1,0,0,0
136197-10T,LeapMind,,2012,1,1,0,1,1,1,0,0,0,1
265531-96T,LeapMind,,2012,0,0,1,1,0,0,0,0,0,1
142547-68T,LearningPal,,2017,0,0,0,0,0,0,1,1,0,0
115573-60T,LearningPal,1.70,2017,0,0,0,0,0,0,1,0,0,1
244076-59T,L'ecole,2.84,2020,0,0,0,0,0,0,1,0,0,0
66769-84T,Legal Robot,,2015,0,0,0,0,0,0,1,0,0,1
112724-92T,Legal Robot,,2015,0,0,0,0,0,0,1,0,0,0
78043-15T,Legal Robot,0.09,2015,0,0,0,0,0,0,0,0,0,0
186931-81T,Legitquest,0.04,2017,0,0,0,0,0,0,0,0,0,0
196261-48T,Legitquest,,2017,1,1,0,1,1,1,0,0,0,1
142584-40T,Legitquest,0.58,2017,0,0,0,0,0,0,1,1,0,0
142583-68T,Legitquest,0.38,2017,0,0,0,0,0,0,1,1,0,0
168619-33T,Legitquest,0.05,2017,0,0,0,0,0,0,0,0,0,0
166526-65T,Lengoo,14.87,2014,0,0,0,0,0,0,1,0,0,0
122892-04T,Lengoo,6.00,2014,0,0,0,0,0,0,1,0,0,0
122893-12T,Lengoo,1.00,2014,0,0,0,0,0,0,1,0,0,0
79187-41T,Lengoo,0.11,2014,0,0,0,0,0,0,1,0,1,0
133366-96T,Leorix,,2019,0,0,0,0,0,0,1,0,0,1
281289-61T,Leorix,,2019,0,0,0,0,0,0,1,0,0,0
133367-77T,Leorix,,2019,0,0,0,0,0,0,1,0,0,0
184175-29T,Leorix,,2019,0,0,0,0,0,0,1,0,0,0
80740-72T,Leverton,5.00,2012,0,0,0,0,0,0,1,0,0,0
132579-82T,Liaro,0.46,2014,0,0,0,0,0,0,1,0,0,0
66864-43T,Liaro,0.11,2014,0,0,0,0,0,0,1,0,0,0
211088-80T,Ligence,0.04,2019,0,0,0,0,0,0,0,0,0,0
277316-29T,Ligence,3.00,2019,0,0,0,0,0,0,1,0,0,0
158525-11T,Ligence,0.36,2019,0,0,0,0,0,0,1,0,0,0
158526-91T,Ligence,0.06,2019,0,0,0,0,0,0,0,0,0,0
255357-64T,Ligence,2.50,2019,0,0,0,0,0,0,0,0,0,0
244992-97T,Ligence,0.76,2019,0,0,0,0,0,0,1,0,0,0
186926-32T,Ligence,0.15,2019,0,0,0,0,0,0,0,0,0,0
211085-56T,Ligence,,2019,0,0,0,0,0,0,1,0,0,0
264970-45T,Ligence,,2019,0,0,0,0,0,0,1,0,0,1
250940-71T,Lightbeam.ai,16.85,2020,0,0,0,0,0,0,1,0,0,0
170981-02T,Lightbeam.ai,3.80,2020,0,0,0,0,0,0,1,0,0,0
81473-05T,Lighthouse (Application Software),15.70,2014,0,0,0,0,0,0,1,1,1,1
81554-95T,Lighthouse (Application Software),2.79,2014,0,0,0,0,0,0,1,0,0,0
129438-28T,Lightmass Dynamics,0.02,2017,0,0,0,0,0,0,1,0,1,0
272681-65T,Ligo Biosciences,,2024,0,0,0,0,0,0,1,0,0,0
272681-38T,Ligo Biosciences,0.46,2024,0,0,0,0,0,0,1,0,0,1
118598-95T,Linctex Digital,,2015,0,0,0,0,0,0,1,0,0,0
131787-37T,Linctex Digital,12.83,2015,0,0,0,0,1,1,1,0,0,0
118599-22T,Linctex Digital,,2015,0,0,0,0,1,1,1,0,0,0
194099-77T,Linctex Digital,94.63,2015,0,0,0,0,0,0,1,0,0,0
168253-03T,Linctex Digital,25.54,2015,0,0,1,1,0,0,0,0,0,0
227938-69T,Lingyang Technologies,,2020,0,0,1,1,0,0,0,0,0,0
227885-32T,Lingyang Technologies,,2020,0,0,1,1,0,0,0,0,0,0
208673-83T,Link Sense,,2018,0,0,0,0,0,0,1,0,0,0
174074-50T,Linkdome Technology,1.29,2019,0,0,0,0,0,0,1,0,0,0
155989-72T,LinkedME,,2014,0,0,0,0,0,0,1,0,0,0
155989-99T,LinkedME,,2014,0,0,0,0,0,0,1,0,0,0
155989-90T,LinkedME,,2014,0,0,0,0,0,0,1,0,0,0
138945-61T,Linkface (Beijing),,2014,0,0,0,0,0,0,1,0,0,0
138945-34T,Linkface (Beijing),,2014,0,0,0,0,0,0,1,0,0,0
156308-14T,LintSense,,2014,0,0,0,0,0,0,1,0,0,0
271968-85T,LionRocket,,2019,0,0,0,0,0,0,1,0,0,1
247811-32T,LionRocket,4.15,2019,0,0,0,0,0,0,1,1,0,0
185306-23T,LionRocket,4.86,2019,0,0,0,0,0,0,1,0,0,0
264293-92T,LionRocket,,2019,0,0,0,0,0,0,1,0,0,0
185374-72T,LionRocket,0.76,2019,0,0,0,0,0,0,1,0,0,0
185305-96T,LionRocket,230.84,2019,0,0,0,0,0,0,1,0,0,0
185375-53T,LionRocket,,2019,0,0,0,0,0,0,1,0,0,1
139820-23T,Lipifai,,2019,1,1,0,1,1,1,0,0,0,1
139817-35T,Lipifai,,2019,0,0,0,0,0,0,1,0,0,1
204548-05T,Lisus,1.39,2020,0,0,0,0,0,0,1,0,0,0
203601-70T,Lisus,0.12,2020,0,0,0,0,0,0,1,0,1,0
189650-89T,LittleMoochi,0.01,2019,0,0,0,0,0,0,1,0,0,1
189650-62T,LittleMoochi,0.03,2019,0,0,0,0,0,0,0,0,0,0
155429-92T,LittleOne.Care,0.16,2018,0,0,0,0,0,0,1,0,0,0
205049-26T,LittleOne.Care,1.64,2018,0,0,0,0,0,0,0,0,0,0
155430-10T,LittleOne.Care,0.45,2018,0,0,0,0,0,0,1,0,0,0
199863-28T,Liv.ai,0.16,2015,0,0,0,0,0,0,1,0,0,0
199864-00T,Liv.ai,0.27,2015,0,0,0,0,0,0,1,0,0,0
88230-25T,Liv.ai,1.10,2015,0,0,0,0,0,0,1,0,0,0
102678-13T,Liv.ai,,2015,1,1,0,1,1,1,0,0,0,1
223250-32T,LivNSense,,2018,0,0,0,0,0,0,1,0,0,1
226792-81T,LivNSense,2.52,2018,0,0,0,0,0,0,1,0,0,0
254303-38T,LivNSense,,2018,0,0,1,1,0,0,0,0,0,0
122402-53T,Livv AI,,2017,0,0,0,0,0,0,1,0,0,1
122402-80T,Livv AI,,2017,0,0,0,0,0,0,1,0,1,0
201363-40T,Livv AI,,2017,0,0,0,0,0,0,1,0,0,0
110596-33T,Lobe,,2016,0,0,0,0,0,0,1,0,0,0
90020-44T,Looka,0.60,2016,0,0,0,0,0,0,1,0,0,1
113799-79T,Looka,4.01,2016,0,0,0,0,0,0,1,0,0,1
108533-26T,Looka,,2016,0,0,0,0,0,0,1,0,0,0
186525-91T,LookDeep,,2019,0,0,0,0,0,0,1,0,1,1
210869-74T,Loop.AI Group,45.21,2012,0,0,0,0,0,0,1,0,0,0
134534-89T,Loop.AI Group,,2012,0,0,0,0,0,0,0,0,0,0
263328-85T,Loora,,2020,0,0,0,0,0,0,1,0,0,1
252591-49T,Loora,11.11,2020,0,0,0,0,0,0,1,1,0,0
169462-45T,Loora,8.43,2020,0,0,0,0,0,0,1,1,0,0
246857-23T,Lululab,,2017,0,0,0,0,0,0,1,0,0,0
199205-83T,Lululab,0.01,2017,0,0,0,0,0,0,1,1,0,0
160294-06T,Lululab,,2017,0,0,0,0,0,0,1,0,0,0
260608-96T,Lululab,,2017,0,0,0,0,0,0,1,0,0,1
114958-27T,Lululab,,2017,0,0,1,1,0,0,0,0,0,1
264623-77T,Lux Aerobot,,2018,0,0,0,0,0,0,1,0,0,1
122290-93T,Lux Aerobot,,2018,0,0,0,0,0,0,1,0,0,1
134661-88T,Lux Aerobot,0.01,2018,0,0,0,0,0,0,1,0,0,1
273417-49T,Lux Aerobot,,2018,0,0,0,0,0,0,1,0,0,1
277504-12T,Lux Aerobot,,2018,0,0,0,0,0,0,1,0,0,0
273493-63T,Lux Aerobot,0.47,2018,0,0,0,0,0,0,0,0,0,0
201354-22T,Lxper,,2018,0,0,0,0,0,0,1,0,0,0
182926-72T,Lynx Biosciences,3.57,2013,0,0,0,0,0,0,1,1,0,0
82834-93T,Lynx Biosciences,0.01,2013,0,0,0,0,0,0,1,0,0,1
103706-38T,Lynx Biosciences,,2013,0,0,0,0,0,0,1,1,0,0
98759-35T,Lynx Biosciences,0.28,2013,0,0,0,0,0,0,0,0,0,0
82834-75T,Lynx Biosciences,0.37,2013,0,0,0,0,0,0,0,0,0,0
271287-10T,Lynx Biosciences,,2013,0,0,0,0,0,0,1,0,0,0
170511-31T,Lynx Biosciences,0.01,2013,0,0,0,0,0,0,0,0,0,0
121076-56T,Lynx Sight,,2018,0,0,0,0,0,0,1,0,0,0
121107-97T,Lynx Sight,0.01,2018,0,0,0,0,0,0,0,0,0,0
210726-37T,Lynxight,0.29,2018,0,0,0,0,0,0,1,0,0,0
210613-51T,Lynxight,5.75,2018,0,0,0,0,0,0,1,0,0,0
125566-75T,Lynxight,1.75,2018,0,0,0,0,0,0,1,0,0,0
125567-56T,Lynxight,0.05,2018,0,0,0,0,0,0,0,0,0,0
267558-85T,Lynxight,,2018,0,0,0,0,0,0,1,0,0,0
125566-03T,Lynxight,0.02,2018,0,0,0,0,0,0,1,0,0,1
203688-64T,M3SEN,,2017,0,0,0,0,0,0,1,0,0,1
213019-21T,M3SEN,5.91,2017,0,0,0,0,0,0,1,1,0,1
280923-04T,Maas Farm,,2018,0,0,0,0,0,0,0,0,0,0
207303-67T,Maas Farm,,2018,0,0,0,0,0,0,1,0,0,0
70465-78T,Magentiq Eye,0.04,2014,0,0,0,0,0,0,1,0,0,0
137132-29T,Magentiq Eye,2.13,2014,0,0,0,0,0,0,0,0,0,0
107616-79T,Magentiq Eye,,2014,0,0,0,0,0,0,1,0,0,0
206699-23T,Magentiq Eye,0.02,2014,0,0,0,0,0,0,0,0,0,0
170461-36T,Magentiq Eye,0.40,2014,0,0,0,0,0,0,1,0,0,0
177864-94T,Magentiq Eye,1.02,2014,0,0,0,0,0,0,1,0,0,0
206699-41T,Magentiq Eye,0.43,2014,0,0,0,0,0,0,0,0,0,0
107617-33T,Magentiq Eye,,2014,0,0,1,1,1,1,0,0,0,0
206695-63T,Magentiq Eye,,2014,0,0,0,0,0,0,1,0,0,0
177865-30T,Magentiq Eye,0.58,2014,0,0,0,0,0,0,1,0,0,0
206699-14T,Magentiq Eye,0.11,2014,0,0,0,0,0,0,0,0,0,0
206699-50T,Magentiq Eye,1.03,2014,0,0,0,0,0,0,0,0,0,0
107616-43T,Magentiq Eye,0.04,2014,0,0,0,0,0,0,1,0,0,0
281021-14T,mAIk,,2021,0,0,0,0,0,0,1,0,0,1
279793-00T,Maisa,4.71,2023,1,1,0,1,1,1,0,0,0,0
272443-60T,Maiwang Intelligent,0.06,2022,0,0,0,0,0,0,0,0,0,0
272443-69T,Maiwang Intelligent,,2022,0,0,0,0,0,0,1,0,0,0
110370-34T,Malong Technologies,,2014,0,0,1,1,0,0,0,0,0,0
97291-72T,Malong Technologies,8.39,2014,0,0,0,0,0,0,1,0,0,0
97292-53T,Malong Technologies,1.72,2014,0,0,0,0,0,0,1,0,0,0
53770-87T,Malong Technologies,,2014,1,1,0,1,1,1,0,0,0,1
97288-21T,Malong Technologies,28.18,2014,0,0,0,0,0,0,1,0,0,0
97289-65T,Malong Technologies,0.01,2014,0,0,0,0,0,0,0,0,0,0
22307-32T,Maluuba,1.55,2011,0,0,1,1,0,0,0,0,0,0
64967-41T,Maluuba,5.85,2011,0,0,0,0,0,0,1,1,0,0
22307-23T,Maluuba,0.02,2011,0,0,0,0,0,0,1,0,0,1
275168-71T,Manas AI,,2018,0,0,0,0,0,0,1,0,1,0
246197-62T,Manentia.ai,,2020,0,0,0,0,0,0,1,0,0,0
280703-62T,Manentia.ai,,2020,0,0,0,0,0,0,1,0,0,1
